student_id,age,background,attendance,marks_avg,test_score,assignment_completion,login_frequency,study_hours_per_week,class_participation,doubt_sessions_attended,risk_score,risk_level,dropout
STU000363,23,Urban,48,26,37,38,11,8,Low,1,0.7293,High,1
STU000364,23,Rural,55,59,48,45,6,23,Medium,0,0.5022,Medium,0
STU000365,23,Urban,91,68,51,76,22,20,Medium,13,0.3026,Medium,0
STU000366,30,Rural,99,57,74,96,23,29,High,18,0.1861,Low,0
STU000367,20,Urban,68,57,68,60,30,23,High,13,0.3598,Medium,0
STU000368,23,Rural,21,49,40,52,10,2,High,0,0.5679,Medium,1
STU000369,25,Urban,81,70,42,80,26,21,High,15,0.2476,Low,0
STU000370,28,Rural,90,74,60,77,21,22,High,10,0.1878,Low,0
STU000371,28,Urban,81,61,67,93,22,31,High,6,0.2107,Low,0
STU000372,19,Rural,57,67,20,64,21,12,High,12,0.4098,Medium,1
STU000373,22,Rural,72,61,92,73,25,25,High,9,0.3029,Medium,0
STU000374,18,Rural,87,76,81,99,28,21,High,8,0.1476,Low,0
STU000375,29,Urban,23,24,35,13,2,7,Medium,1,0.7607,High,1
STU000376,18,Rural,84,78,76,68,25,27,High,7,0.1683,Low,0
STU000377,22,Urban,86,60,60,82,19,17,High,4,0.2953,Low,0
STU000378,29,Urban,91,67,73,72,24,25,High,12,0.2156,Low,1
STU000379,30,Urban,76,65,73,80,30,26,Medium,8,0.2404,Low,0
STU000380,20,Urban,71,57,67,80,20,28,Medium,14,0.3159,Medium,1
STU000381,21,Rural,62,41,59,60,14,20,High,11,0.3912,Medium,0
STU000382,20,Urban,77,67,78,82,28,28,High,20,0.1705,Low,0
STU000383,18,Urban,85,49,41,66,10,11,Medium,9,0.3614,Medium,1
STU000384,18,Rural,74,71,76,93,28,23,Medium,0,0.2982,Low,0
STU000385,29,Rural,80,69,81,91,17,35,High,10,0.2264,Low,0
STU000386,29,Rural,35,35,25,6,7,1,Medium,3,0.7535,High,1
STU000387,30,Rural,71,59,73,65,22,20,High,16,0.3051,Medium,0
STU000388,22,Urban,31,25,17,14,9,0,Low,1,0.7773,High,1
STU000389,23,Rural,55,35,36,48,22,14,Low,8,0.5542,Medium,0
STU000390,20,Rural,62,40,44,83,20,12,Medium,0,0.4412,Medium,1
STU000391,29,Urban,79,41,60,98,30,20,High,14,0.3019,Medium,0
STU000392,26,Urban,98,59,46,86,18,26,High,11,0.2201,Low,0
STU000393,22,Rural,90,72,75,75,23,25,High,4,0.1818,Low,0
STU000394,25,Rural,89,54,76,90,19,25,High,11,0.262,Low,0
STU000395,30,Urban,71,35,44,69,17,15,Low,5,0.5076,Medium,0
STU000396,18,Urban,60,32,48,37,18,4,Medium,7,0.5369,Medium,1
STU000397,22,Rural,35,42,20,10,13,5,Low,3,0.7266,High,0
STU000398,20,Urban,17,29,59,34,4,8,Low,1,0.7337,High,1
STU000399,29,Urban,37,37,35,9,12,8,Medium,4,0.6946,Medium,1
STU000400,18,Rural,64,81,62,95,19,19,Medium,16,0.2822,Low,0
STU000401,21,Urban,96,64,71,79,28,19,High,14,0.1898,Low,1
STU000402,30,Urban,93,63,73,92,18,23,High,11,0.1734,Low,0
STU000403,22,Rural,73,57,41,73,20,13,Medium,5,0.3467,Medium,0
STU000404,24,Rural,84,59,79,65,20,10,Low,15,0.4121,Medium,1
STU000405,18,Rural,85,71,74,75,18,20,Medium,7,0.2899,Low,0
STU000406,20,Rural,51,52,45,56,10,8,Medium,16,0.5399,Medium,1
STU000407,19,Rural,83,70,48,93,27,20,High,16,0.1798,Low,0
STU000408,26,Rural,66,51,36,58,17,10,Low,8,0.5864,Medium,1
STU000409,27,Urban,64,47,46,42,11,11,High,8,0.4478,Medium,0
STU000410,23,Rural,87,75,67,59,24,18,High,3,0.2585,Low,0
STU000411,27,Urban,37,35,18,29,8,3,Medium,2,0.6462,Medium,1
STU000412,20,Rural,79,89,61,72,22,32,High,4,0.1579,Low,0
STU000413,25,Urban,85,60,61,95,30,20,High,11,0.2098,Low,0
STU000414,25,Urban,82,73,81,95,17,24,Medium,11,0.272,Low,0
STU000415,19,Urban,53,9,17,39,9,3,Medium,3,0.6647,Medium,0
STU000416,23,Rural,19,29,9,23,12,10,Low,1,0.7352,High,1
STU000417,24,Rural,83,84,68,69,23,28,High,6,0.2201,Low,0
STU000418,19,Rural,38,44,43,30,10,9,Low,0,0.6785,Medium,1
STU000419,28,Urban,56,46,51,78,13,11,Low,7,0.542,Medium,0
STU000420,27,Urban,91,60,70,84,15,23,High,11,0.3215,Medium,0
STU000421,19,Urban,48,42,38,38,10,14,Medium,0,0.5992,Medium,1
STU000422,27,Urban,77,77,72,86,27,15,High,12,0.1952,Low,0
STU000423,18,Rural,79,74,77,90,21,22,Medium,8,0.2851,Low,0
STU000424,25,Rural,78,81,56,81,24,23,Medium,4,0.2368,Low,0
STU000425,18,Urban,71,59,30,73,20,16,Low,0,0.4462,Medium,0
STU000426,26,Urban,49,67,64,75,21,20,High,13,0.341,Medium,0
STU000427,28,Urban,79,54,44,51,14,11,Low,3,0.4537,Medium,1
STU000428,23,Urban,98,86,70,81,24,24,Low,6,0.2096,Low,0
STU000429,24,Rural,62,53,62,66,14,14,Low,0,0.5125,Medium,0
STU000430,30,Rural,92,63,58,84,20,32,Low,8,0.3274,Medium,0
STU000431,27,Rural,24,42,21,37,5,5,Medium,3,0.669,Medium,1
STU000432,24,Urban,80,81,75,78,23,22,High,13,0.2017,Low,0
STU000433,27,Urban,77,77,63,87,22,19,Medium,11,0.2987,Low,0
STU000434,20,Urban,59,32,51,57,15,19,Medium,11,0.4985,Medium,1
STU000435,19,Urban,67,51,70,73,20,10,Low,7,0.4906,Medium,1
STU000436,26,Rural,70,80,60,94,27,14,High,11,0.2245,Low,0
STU000437,25,Rural,81,77,74,100,27,18,High,14,0.2005,Low,0
STU000438,30,Rural,23,26,22,44,9,7,Low,5,0.736,High,1
STU000439,29,Urban,93,65,78,88,18,22,High,11,0.2028,Low,0
STU000440,27,Rural,79,72,70,80,26,26,High,10,0.215,Low,0
STU000441,24,Urban,87,70,77,72,14,28,High,7,0.2235,Low,0
STU000442,26,Urban,77,64,63,70,21,34,Low,0,0.4138,Medium,0
STU000443,21,Urban,77,69,87,67,19,30,Medium,9,0.2665,Low,0
STU000444,30,Urban,94,80,75,97,11,13,Medium,6,0.2561,Low,0
STU000445,21,Rural,44,41,44,26,4,9,Low,2,0.7058,High,1
STU000446,18,Rural,89,82,62,70,23,25,High,10,0.1778,Low,0
STU000447,25,Urban,96,74,74,86,27,26,Medium,12,0.1729,Low,0
STU000448,29,Urban,87,52,75,63,22,26,High,13,0.2532,Low,0
STU000449,20,Urban,81,80,77,79,20,26,High,7,0.2599,Low,0
STU000450,24,Urban,100,85,76,75,26,28,High,10,0.1121,Low,0
STU000451,29,Urban,88,74,59,89,24,28,Medium,13,0.2135,Low,0
STU000452,19,Rural,74,79,60,73,17,16,High,7,0.2791,Low,0
STU000453,19,Urban,45,28,46,81,11,12,High,6,0.5634,Medium,0
STU000454,24,Rural,31,16,30,20,4,9,Low,4,0.7537,High,1
STU000455,23,Urban,86,82,78,78,14,28,High,2,0.1747,Low,0
STU000456,20,Urban,93,71,70,76,21,15,Medium,16,0.3195,Medium,1
STU000457,26,Urban,0,30,28,31,13,4,Low,3,0.8044,High,1
STU000458,27,Rural,83,75,65,82,25,25,Low,7,0.2751,Low,0
STU000459,30,Urban,13,22,35,14,10,7,Low,6,0.8972,High,1
STU000460,23,Urban,46,44,71,76,10,12,Low,8,0.5586,Medium,0
STU000461,27,Rural,83,51,56,100,24,23,High,8,0.2087,Low,0
STU000462,27,Urban,90,79,76,81,17,18,Medium,13,0.2169,Low,0
STU000463,23,Rural,81,69,77,79,25,18,Low,0,0.3442,Medium,1
STU000464,18,Urban,76,74,69,95,23,17,Medium,8,0.2713,Low,0
STU000465,21,Rural,64,71,57,50,8,22,Low,15,0.5142,Medium,0
STU000466,27,Urban,71,68,69,71,28,28,High,11,0.2529,Low,0
STU000467,23,Urban,80,79,78,79,21,16,Low,9,0.3253,Medium,0
STU000468,23,Urban,39,20,26,39,8,8,Low,3,0.7296,High,1
STU000469,28,Urban,82,59,73,83,18,29,Medium,10,0.2978,Low,0
STU000470,29,Rural,37,46,14,11,3,8,Low,1,0.7158,High,1
STU000471,22,Rural,71,56,44,28,18,16,Medium,16,0.4621,Medium,1
STU000472,18,Urban,100,74,89,61,17,20,High,11,0.2893,Low,0
STU000473,25,Urban,58,52,60,83,12,17,Medium,7,0.4876,Medium,0
STU000474,22,Urban,73,63,49,81,22,26,Medium,18,0.3262,Medium,1
STU000475,29,Rural,35,27,54,43,4,2,High,7,0.6546,Medium,0
STU000476,29,Urban,47,29,33,42,7,7,Low,0,0.6266,Medium,1
STU000477,29,Urban,78,69,77,84,22,25,Medium,12,0.2726,Low,0
STU000478,22,Rural,62,83,63,73,20,29,Low,2,0.3699,Medium,1
STU000479,24,Urban,81,90,78,56,25,19,Medium,13,0.2781,Low,0
STU000480,21,Urban,45,74,18,33,10,6,Low,2,0.5413,Medium,1
STU000481,23,Urban,27,24,42,19,7,2,Low,4,0.8865,High,1
STU000482,30,Rural,84,79,69,81,19,18,Medium,10,0.2583,Low,0
STU000483,21,Urban,91,90,86,79,13,26,High,12,0.1971,Low,0
STU000484,20,Rural,94,79,71,68,19,21,Medium,9,0.2394,Low,0
STU000485,24,Urban,68,63,61,92,19,15,High,10,0.3776,Medium,0
STU000486,25,Urban,92,74,72,86,22,24,High,6,0.2057,Low,0
STU000487,21,Rural,91,69,79,82,23,20,High,13,0.2491,Low,0
STU000488,30,Urban,81,60,80,85,27,19,Medium,7,0.3211,Medium,0
STU000489,19,Urban,77,65,48,63,29,13,Medium,13,0.3383,Medium,0
STU000490,29,Urban,78,61,57,78,30,22,High,12,0.2285,Low,0
STU000491,27,Urban,65,66,72,64,14,21,High,15,0.378,Medium,0
STU000492,20,Rural,81,75,71,98,21,27,High,11,0.2064,Low,0
STU000493,18,Urban,82,64,81,79,21,36,High,2,0.1909,Low,0
STU000494,25,Rural,68,79,72,67,23,23,High,13,0.2654,Low,0
STU000495,20,Rural,87,56,67,84,20,25,High,7,0.201,Low,0
STU000496,29,Rural,97,68,62,66,19,24,High,5,0.2086,Low,0
STU000497,27,Rural,50,16,25,44,9,6,Low,0,0.6469,Medium,0
STU000498,24,Rural,84,59,79,62,26,16,High,9,0.2705,Low,0
STU000499,27,Urban,93,71,66,89,21,26,High,4,0.226,Low,0
STU000500,22,Urban,62,41,32,40,12,10,Medium,11,0.539,Medium,1
STU000501,27,Urban,71,64,89,78,21,13,High,13,0.2847,Low,0
STU000502,22,Rural,44,36,53,26,8,5,Low,5,0.7191,High,1
STU000503,24,Rural,14,10,28,12,7,4,High,0,0.7668,High,1
STU000504,26,Urban,33,24,39,57,8,8,Low,0,0.7094,High,1
STU000505,29,Rural,68,69,69,82,20,32,High,13,0.2587,Low,0
STU000506,22,Urban,90,77,74,62,24,15,High,4,0.2733,Low,0
STU000507,18,Urban,61,49,66,83,12,15,Medium,10,0.4428,Medium,0
STU000508,27,Urban,86,52,80,80,24,25,Low,11,0.325,Medium,0
STU000509,27,Urban,80,64,62,79,17,17,High,10,0.2624,Low,0
STU000510,18,Rural,97,67,62,97,19,23,Low,8,0.249,Low,0
STU000511,19,Urban,60,41,30,69,13,11,Medium,7,0.5105,Medium,1
STU000512,23,Urban,23,38,44,22,3,6,Low,2,0.751,High,1
STU000513,26,Rural,65,25,46,45,8,17,High,6,0.5082,Medium,1
STU000514,25,Rural,76,49,53,28,17,10,Medium,10,0.4492,Medium,0
STU000515,30,Urban,59,46,54,64,14,17,High,11,0.3785,Medium,1
STU000516,22,Urban,60,38,48,67,16,20,High,12,0.3798,Medium,0
STU000517,18,Urban,40,40,17,32,0,1,Low,5,0.6979,Medium,1
STU000518,30,Rural,81,60,76,72,25,28,High,0,0.2591,Low,0
STU000519,24,Rural,12,26,32,24,0,6,Low,0,0.8768,High,1
STU000520,22,Rural,85,81,78,77,23,23,High,2,0.2091,Low,0
STU000521,23,Urban,84,62,54,82,28,21,High,6,0.2466,Low,0
STU000522,30,Urban,69,74,77,92,24,23,Medium,12,0.2467,Low,0
STU000523,24,Urban,92,80,51,84,17,25,High,7,0.1434,Low,0
STU000524,20,Urban,79,69,66,77,20,23,High,8,0.2571,Low,0
STU000525,29,Urban,18,24,37,46,10,6,Low,2,0.7677,High,1
STU000526,27,Rural,86,71,76,86,19,21,High,14,0.2264,Low,0
STU000527,20,Urban,33,42,17,38,11,7,Low,0,0.7248,High,1
STU000528,22,Urban,44,29,50,61,16,16,High,4,0.5618,Medium,1
STU000529,23,Rural,48,23,36,41,13,13,High,0,0.5905,Medium,0
STU000530,26,Urban,39,32,28,29,7,3,Low,1,0.7538,High,1
STU000531,30,Rural,72,54,49,55,12,6,Medium,2,0.4812,Medium,1
STU000532,29,Urban,70,48,52,79,13,14,Low,4,0.525,Medium,0
STU000533,22,Urban,29,44,32,49,0,7,Low,2,0.7058,High,1
STU000534,18,Urban,98,64,48,61,30,24,High,4,0.2043,Low,0
STU000535,21,Rural,75,62,59,87,22,19,High,9,0.2325,Low,0
STU000536,22,Rural,28,47,15,29,6,4,Low,1,0.7484,High,1
STU000537,29,Urban,53,73,61,82,21,15,High,9,0.2755,Low,0
STU000538,27,Urban,68,73,67,56,22,29,Medium,7,0.3151,Medium,0
STU000539,27,Rural,61,31,47,46,15,11,Medium,3,0.5742,Medium,1
STU000540,22,Urban,77,52,73,89,21,18,Medium,4,0.3485,Medium,0
STU000541,24,Rural,74,79,62,90,26,23,Medium,14,0.2531,Low,0
STU000542,21,Rural,58,66,64,46,12,14,Low,8,0.4861,Medium,0
STU000543,18,Rural,78,68,76,90,27,13,Medium,15,0.3072,Medium,0
STU000544,22,Rural,39,58,67,67,15,12,High,10,0.4534,Medium,1
STU000545,24,Urban,93,60,66,71,26,27,High,13,0.2345,Low,0
STU000546,27,Urban,84,53,66,88,10,26,High,10,0.3324,Medium,0
STU000547,27,Urban,31,20,20,39,10,7,Medium,1,0.6901,Medium,1
STU000548,23,Urban,34,27,37,34,13,4,High,0,0.6295,Medium,0
STU000549,22,Rural,82,81,84,88,13,17,Medium,14,0.2922,Low,0
STU000550,21,Urban,57,50,52,57,16,19,Low,7,0.5286,Medium,0
STU000551,19,Rural,38,13,17,24,6,5,Low,1,0.7714,High,1
STU000552,21,Rural,89,77,87,83,23,21,High,15,0.1706,Low,0
STU000553,27,Urban,47,47,56,49,11,9,Medium,7,0.5555,Medium,1
STU000554,27,Urban,94,65,66,61,9,18,Medium,13,0.3253,Medium,0
STU000555,20,Urban,93,74,81,72,27,20,Medium,12,0.2192,Low,0
STU000556,27,Urban,31,18,35,27,7,6,Low,4,0.7741,High,1
STU000557,18,Urban,100,82,72,84,20,14,Low,12,0.2859,Low,0
STU000558,25,Urban,84,78,76,80,22,21,High,0,0.2176,Low,0
STU000559,22,Urban,34,28,60,25,7,6,Low,1,0.7405,High,0
STU000560,30,Rural,51,69,54,49,4,3,High,2,0.5026,Medium,0
STU000561,21,Urban,67,53,52,37,11,8,Low,0,0.521,Medium,0
STU000562,25,Urban,70,41,49,67,23,22,Low,1,0.4835,Medium,0
STU000563,24,Rural,80,51,35,50,25,16,Medium,0,0.3729,Medium,0
STU000564,19,Urban,75,53,84,63,18,30,High,3,0.3234,Medium,0
STU000565,18,Urban,83,76,54,95,18,21,High,3,0.2748,Low,0
STU000566,29,Rural,91,64,58,89,24,14,High,11,0.194,Low,0
STU000567,28,Rural,91,87,69,81,17,21,Low,13,0.2989,Low,0
STU000568,21,Rural,38,45,38,64,2,9,Medium,6,0.5856,Medium,1
STU000569,25,Urban,87,72,73,84,20,23,Medium,4,0.2557,Low,0
STU000570,29,Urban,28,33,16,36,11,6,Medium,5,0.6903,Medium,1
STU000571,19,Urban,80,89,58,64,15,21,Low,8,0.3525,Medium,1
STU000572,20,Rural,75,78,87,87,25,17,Low,3,0.3067,Medium,0
STU000573,29,Urban,71,87,80,78,30,19,High,8,0.2156,Low,0
STU000574,18,Urban,59,33,48,87,14,15,High,6,0.3973,Medium,0
STU000575,18,Rural,90,68,77,74,25,21,High,8,0.1821,Low,0
STU000576,30,Rural,27,39,35,51,3,0,Low,1,0.6996,Medium,1
STU000577,20,Rural,72,66,72,76,17,26,High,13,0.2856,Low,0
STU000578,28,Urban,69,41,48,68,16,12,Low,4,0.5064,Medium,1
STU000579,22,Urban,72,34,61,78,18,8,Low,8,0.5213,Medium,1
STU000580,29,Rural,98,80,58,85,14,23,High,12,0.1446,Low,0
STU000581,20,Urban,31,27,43,9,14,9,Low,2,0.8189,High,1
STU000582,18,Urban,78,99,68,87,17,26,High,7,0.1708,Low,0
STU000583,18,Urban,84,42,42,58,16,16,Medium,7,0.3938,Medium,0
STU000584,25,Rural,78,26,42,46,13,19,Medium,3,0.4684,Medium,0
STU000585,27,Urban,72,77,75,70,21,19,Medium,8,0.3005,Medium,0
STU000586,28,Rural,86,75,86,86,25,22,High,12,0.2308,Low,0
STU000587,29,Urban,62,53,50,69,16,16,High,2,0.4032,Medium,0
STU000588,30,Urban,77,70,80,74,17,31,High,9,0.2373,Low,1
STU000589,30,Rural,80,55,58,71,20,23,High,8,0.2597,Low,1
STU000590,29,Urban,75,72,56,66,20,21,Medium,5,0.3234,Medium,0
STU000591,19,Rural,55,67,49,46,16,8,Low,2,0.5336,Medium,0
STU000592,30,Urban,42,40,80,65,22,5,Medium,8,0.5397,Medium,1
STU000593,20,Urban,77,53,81,69,19,29,High,7,0.2854,Low,0
STU000594,19,Rural,67,72,74,62,25,21,High,8,0.3256,Medium,0
STU000595,20,Rural,61,64,43,72,11,10,Low,4,0.477,Medium,0
STU000596,24,Rural,58,53,12,42,15,16,High,4,0.4041,Medium,0
STU000597,18,Urban,25,38,25,0,0,7,Low,5,0.8207,High,1
STU000598,27,Urban,81,69,71,81,29,21,High,10,0.2419,Low,0
STU000599,25,Rural,35,35,16,43,8,3,Low,3,0.7049,High,1
STU000600,30,Urban,68,77,84,72,17,27,Medium,10,0.271,Low,0
STU000601,27,Rural,82,85,72,69,23,19,High,7,0.2044,Low,0
STU000602,27,Urban,77,73,68,81,22,22,Medium,13,0.2947,Low,0
STU000603,27,Rural,38,16,27,25,7,1,Low,2,0.851,High,1
STU000604,19,Rural,91,79,66,90,20,13,Medium,7,0.2193,Low,0
STU000605,20,Urban,57,27,43,25,0,6,Medium,6,0.6455,Medium,1
STU000606,26,Rural,92,75,81,92,20,32,Medium,12,0.2202,Low,0
STU000607,24,Urban,77,71,62,73,24,16,High,9,0.2611,Low,0
STU000608,21,Urban,80,60,66,78,13,19,Medium,11,0.3442,Medium,1
STU000609,27,Urban,45,46,41,54,19,16,High,0,0.4525,Medium,1
STU000610,22,Urban,32,66,68,74,24,29,Medium,11,0.3892,Medium,0
STU000611,19,Urban,88,73,82,65,23,17,Low,11,0.3638,Medium,1
STU000612,30,Urban,74,87,80,69,24,16,Medium,14,0.2867,Low,0
STU000613,28,Urban,49,42,58,83,16,20,Medium,1,0.5023,Medium,0
STU000614,30,Urban,85,77,58,90,21,22,High,17,0.1768,Low,0
STU000615,25,Urban,79,87,71,85,18,24,High,13,0.2236,Low,0
STU000616,21,Urban,80,67,58,70,21,15,Low,6,0.377,Medium,1
STU000617,26,Rural,72,74,85,68,19,28,High,7,0.2536,Low,0
STU000618,22,Rural,52,54,59,19,5,10,High,3,0.5547,Medium,1
STU000619,30,Rural,76,66,91,71,22,21,High,11,0.2617,Low,0
STU000620,26,Urban,69,50,65,47,12,19,Low,7,0.4877,Medium,0
STU000621,21,Urban,72,69,73,85,18,20,Medium,3,0.3465,Medium,1
STU000622,27,Rural,32,61,48,58,9,12,Medium,13,0.5453,Medium,1
STU000623,22,Rural,63,68,47,78,13,10,Medium,5,0.4092,Medium,0
STU000624,26,Urban,89,82,75,62,23,25,High,7,0.222,Low,0
STU000625,25,Rural,79,82,69,76,22,11,Medium,14,0.2368,Low,0
STU000626,20,Urban,68,63,74,68,27,18,High,8,0.2387,Low,0
STU000627,18,Urban,86,67,61,74,28,21,High,12,0.2816,Low,1
STU000628,20,Rural,86,72,63,80,19,20,High,9,0.2353,Low,0
STU000629,21,Urban,77,77,78,69,23,17,High,20,0.2454,Low,0
STU000630,19,Urban,66,50,47,72,17,11,Low,7,0.4894,Medium,0
STU000631,18,Urban,94,73,64,81,26,24,Medium,7,0.2271,Low,0
STU000632,24,Urban,79,28,63,92,25,20,High,14,0.2717,Low,0
STU000633,25,Urban,80,62,72,74,25,22,High,10,0.2979,Low,0
STU000634,24,Urban,40,29,35,31,9,8,Low,0,0.7027,High,0
STU000635,22,Rural,83,94,83,66,18,16,Medium,10,0.2711,Low,0
STU000636,29,Rural,87,88,79,86,19,20,Medium,11,0.1707,Low,0
STU000637,18,Urban,45,62,61,47,16,9,Low,8,0.5273,Medium,0
STU000638,24,Urban,80,66,91,97,24,28,Low,6,0.3282,Medium,0
STU000639,30,Urban,33,30,20,7,12,5,Medium,0,0.7027,High,1
STU000640,24,Rural,49,0,44,38,5,12,Low,0,0.7315,High,0
STU000641,26,Urban,85,79,78,68,24,20,Low,10,0.3131,Medium,0
STU000642,20,Urban,40,39,13,47,7,5,Low,2,0.7118,High,1
STU000643,26,Urban,47,66,47,56,24,4,Medium,5,0.4894,Medium,1
STU000644,18,Urban,84,68,76,91,24,28,Medium,13,0.2904,Low,0
STU000645,18,Rural,28,38,17,28,9,8,High,1,0.6446,Medium,0
STU000646,21,Rural,48,43,22,25,13,8,Low,0,0.6069,Medium,0
STU000647,26,Rural,86,80,60,100,20,23,Medium,10,0.2631,Low,0
STU000648,23,Urban,64,42,52,57,14,9,Medium,4,0.5522,Medium,0
STU000649,30,Rural,39,44,38,51,6,4,High,4,0.5192,Medium,1
STU000650,28,Urban,70,39,56,49,14,18,High,13,0.4256,Medium,0
STU000651,20,Urban,88,41,67,71,22,22,Low,14,0.388,Medium,0
STU000652,18,Urban,80,66,75,97,23,18,High,10,0.1969,Low,0
STU000653,21,Urban,35,22,21,24,9,11,Low,3,0.7224,High,1
STU000654,29,Urban,91,64,76,73,23,24,High,9,0.169,Low,0
STU000655,30,Rural,61,39,35,52,9,13,Low,12,0.5919,Medium,1
STU000656,26,Urban,27,47,55,42,7,11,High,0,0.5905,Medium,0
STU000657,20,Urban,82,76,62,66,24,18,Medium,9,0.285,Low,0
STU000658,29,Rural,73,67,51,88,26,18,Medium,8,0.3183,Medium,0
STU000659,26,Urban,49,56,43,63,13,14,Low,9,0.5357,Medium,1
STU000660,24,Rural,83,59,67,79,26,18,High,4,0.1992,Low,0
STU000661,29,Rural,63,62,53,53,21,17,Low,0,0.4911,Medium,0
STU000662,21,Urban,34,24,46,23,5,7,Medium,5,0.7077,High,1
STU000663,20,Urban,75,71,66,87,24,14,High,5,0.3121,Medium,0
STU000664,27,Rural,45,56,25,49,5,10,Medium,2,0.5605,Medium,1
STU000665,22,Rural,38,46,56,45,2,9,Low,2,0.6427,Medium,1
STU000666,22,Urban,24,26,21,45,9,1,High,3,0.6625,Medium,1
STU000667,20,Urban,79,62,76,89,21,19,Medium,12,0.2624,Low,1
STU000668,29,Urban,48,15,33,2,10,6,Low,1,0.791,High,0
STU000669,26,Rural,78,38,35,43,18,13,High,9,0.4341,Medium,1
STU000670,21,Urban,17,23,21,23,0,3,Medium,4,0.8155,High,1
STU000671,28,Rural,86,81,80,95,26,21,Low,14,0.2489,Low,0
STU000672,22,Rural,84,67,73,77,28,32,High,14,0.1921,Low,0
STU000673,21,Rural,77,68,80,81,26,29,High,7,0.2076,Low,1
STU000674,22,Rural,73,51,70,81,21,17,Low,9,0.4645,Medium,1
STU000675,24,Urban,44,42,44,27,9,2,Low,2,0.7194,High,1
STU000676,26,Urban,67,71,74,76,19,14,Medium,11,0.3777,Medium,0
STU000677,24,Urban,76,82,65,87,27,27,High,11,0.1609,Low,0
STU000678,30,Urban,39,25,16,36,8,4,Medium,4,0.6986,Medium,1
STU000679,22,Urban,79,68,67,68,26,26,High,8,0.2614,Low,0
STU000680,27,Rural,26,19,27,31,12,7,Low,0,0.8016,High,1
STU000681,27,Urban,93,66,55,81,22,27,High,5,0.2037,Low,0
STU000682,24,Rural,82,44,28,68,6,0,High,9,0.4368,Medium,0
STU000683,27,Urban,93,62,84,87,23,27,High,7,0.1703,Low,0
STU000684,22,Urban,73,48,71,74,26,24,High,14,0.3192,Medium,0
STU000685,20,Urban,67,44,58,70,24,11,Medium,8,0.3771,Medium,0
STU000686,24,Rural,68,50,64,53,14,16,Low,5,0.4665,Medium,0
STU000687,30,Rural,63,45,73,57,17,11,Medium,11,0.4387,Medium,1
STU000688,28,Urban,42,25,19,39,1,7,Low,3,0.701,High,0
STU000689,28,Urban,92,59,66,69,18,26,High,14,0.2896,Low,0
STU000690,19,Rural,89,68,70,78,21,19,High,15,0.2364,Low,0
STU000691,29,Urban,66,53,53,44,25,0,Medium,0,0.4499,Medium,0
STU000692,26,Urban,41,69,81,76,22,28,High,6,0.3758,Medium,0
STU000693,27,Urban,66,49,59,69,12,10,Low,8,0.4878,Medium,0
STU000694,27,Urban,55,22,22,36,3,9,Low,1,0.6608,Medium,1
STU000695,29,Urban,58,36,64,56,14,9,High,0,0.4896,Medium,0
STU000696,18,Urban,62,66,62,25,10,15,Medium,1,0.4845,Medium,0
STU000697,30,Rural,70,47,44,38,11,19,Medium,4,0.4453,Medium,1
STU000698,23,Urban,98,55,85,82,22,23,High,5,0.2321,Low,0
STU000699,24,Rural,76,49,51,48,13,15,High,1,0.4087,Medium,0
STU000700,30,Urban,87,82,45,66,25,33,Medium,17,0.1975,Low,0
STU000701,25,Urban,75,70,71,79,28,19,Low,8,0.3234,Medium,0
STU000702,27,Urban,76,72,58,89,25,15,High,5,0.2534,Low,0
STU000703,26,Rural,20,27,25,17,8,8,Medium,2,0.7586,High,1
STU000704,19,Urban,93,45,65,90,16,22,Low,9,0.3583,Medium,0
STU000705,28,Urban,74,61,27,29,12,15,Medium,3,0.4539,Medium,0
STU000706,27,Urban,43,69,51,42,19,14,High,10,0.4062,Medium,0
STU000707,19,Rural,47,24,20,29,16,11,Medium,4,0.6495,Medium,1
STU000708,22,Urban,99,80,96,90,23,27,Low,17,0.2191,Low,0
STU000709,30,Urban,47,32,10,44,7,7,Low,2,0.6006,Medium,1
STU000710,22,Urban,40,38,77,34,5,2,Medium,0,0.5875,Medium,1
STU000711,23,Rural,92,66,76,87,23,27,Medium,19,0.2612,Low,0
STU000712,20,Urban,85,76,77,83,26,27,High,9,0.1893,Low,0
STU000713,25,Rural,93,69,44,92,17,11,High,13,0.2289,Low,0
STU000714,30,Rural,77,64,88,84,15,24,High,5,0.261,Low,0
STU000715,18,Rural,76,61,64,83,25,26,Low,12,0.377,Medium,0
STU000716,23,Urban,34,20,10,40,6,5,Low,2,0.7599,High,1
STU000717,21,Urban,32,72,67,90,26,14,High,8,0.3533,Medium,0
STU000718,18,Rural,82,93,79,75,17,15,High,16,0.2384,Low,0
STU000719,24,Urban,38,40,18,12,6,6,Medium,1,0.7197,High,0
STU000720,26,Urban,62,70,75,64,18,24,High,17,0.3404,Medium,0
STU000721,30,Urban,81,80,71,74,18,22,Low,9,0.3296,Medium,0
STU000722,21,Rural,82,69,82,92,24,24,Medium,7,0.2807,Low,0
STU000723,21,Urban,65,61,63,59,19,19,Medium,3,0.4246,Medium,0
STU000724,23,Urban,82,76,69,63,20,15,High,4,0.2665,Low,1
STU000725,29,Rural,74,52,98,85,20,23,Medium,15,0.3687,Medium,0
STU000726,20,Urban,74,71,78,69,17,17,High,10,0.2871,Low,0
STU000727,30,Rural,84,94,75,82,20,17,Low,12,0.2421,Low,0
